,p corr.,Samples (P) %,Fold enrich.,M diff.
3218693969,1.248241456324125e-49,0.01,0.06396345436801495,-1.1663741926991458
266675433,2.5466023626094633e-47,1.0,1.414773410185922,2.7915289436983155
784020300,1.5515974979394583e-38,0.57,2.2975729548416233,0.4925276919148358
411967733,5.571944315465318e-34,0.64,1.9108655938098138,0.660897799417195
2456262944,2.7267274797819084e-32,0.94,1.5366060328739621,1.6250315369334798
1447784308,6.903341444234854e-30,0.14,0.4043610644902853,-0.275767874904305
864942795,1.3816890046145353e-28,0.01,0.08010324712502177,-0.31929254207964425
994485099,2.5486055845111873e-26,0.0,0.006368864730432059,-0.4337734600984131
1228138910,6.941827692020335e-24,0.33,2.5678906207039,0.298214263392897
18303906,5.86182728120747e-23,0.2,3.962814219842332,0.198173370608777
617798156,1.0359894627237304e-22,0.01,0.05546962911842529,-0.15781170798929697
980939125,3.397326044967186e-21,0.27,3.081321088550004,0.28358214666453396
1583799011,4.153132547574253e-21,0.02,0.14467606000926783,-0.3013527781965696
10565946,2.1394227676988792e-20,0.0,0.08279524149561676,-0.15400355152427023
3849240367,2.1619598572989867e-20,0.11,0.41471311603001154,-0.1870404823256693
2460574971,2.784573455083061e-20,0.38,1.4820860290416056,0.20740447657363875
484151926,7.485419829831627e-20,0.23,2.844539963567799,0.14723825748270347
1004042305,7.929610558389891e-20,0.32,2.053052736273424,0.22579908658326375
3792697566,2.3626570076083015e-19,0.49,1.8634639353168643,0.4135500268239317
1858577693,2.613606372590503e-19,0.35,2.4525108982940305,0.38861563257412546
3928910824,3.1609437080887805e-18,0.31,2.4839346597740626,0.29123187790225885
21411075,2.458455704896693e-16,0.01,0.13330421597974568,-0.186794054194291
3545365497,6.140861665056233e-16,0.65,1.0363129833414413,0.04994659448312211
2888993565,3.195981798389095e-15,0.21,2.789494047886843,0.15220304453537967
2473092670,3.826670376850292e-15,0.06,0.3114481000926784,-0.15162166802253157
1068491328,5.292450589325487e-15,0.18,2.7894028641117417,0.11771739183118805
1135286194,6.4132944111220826e-15,0.0,0.007073543040942049,-0.13009441054569545
2353112200,1.0634469948347492e-14,0.0,0.0,-0.08422791081750619
906843054,1.2765224225697476e-14,0.1,5.097273710225518,0.08120113050818531
2715368821,2.567642848730788e-13,0.27,2.2970078800654994,0.2067072839410746
2905660137,3.3966210983023357e-13,0.0,0.037411183194315724,-0.09538452354804469
3881365835,1.8730553188230137e-12,0.22,2.2416458285974086,0.126796202149639
2715536700,2.258714264346914e-12,0.45,1.9018922035750052,0.3942209797074342
3537119515,2.996682273857722e-12,0.02,0.1738070575774332,-0.18943537600825713
1014978697,3.639656965608363e-12,0.15,2.791071167260134,0.14987218135069658
2460574974,7.195951785917452e-12,0.32,1.8949777891406474,0.20003357136862257
176403689,7.282668119458096e-12,0.0,0.0,-0.06881365262868153
2780028939,8.749665641786896e-12,0.13,3.2467562557924006,0.08658020253535262
2460574911,1.1847293434718966e-11,0.35,1.9062952153043862,0.25070924618246854
530250207,1.2113884864543702e-11,0.0,0.0,-0.07762180016515277
1510323402,1.8144482283702617e-11,0.0,0.050505097312326226,-0.10454113985000536
113411902,2.131042350076358e-11,0.31,2.0165540209618964,0.20650065165699957
135162653,2.7887773146433264e-11,0.68,1.37988700417972,0.3426616330021861
50291223,4.8650930869861984e-11,0.19,3.049934127680089,0.25165720367336075
191340984,1.5327196173921463e-10,0.0,0.0,-0.13267272226809798
3237830830,2.584282396889364e-10,0.11,3.7631248977811698,0.09050698123753351
329713987,4.613035022905405e-10,0.13,2.888738520515629,0.09149958150584936
847961216,5.600789598843809e-10,0.69,1.337215283705025,0.43681120977590093
1560266608,8.888578134320933e-10,0.07,5.374260355029586,0.06260983717631116
2276240568,2.669063633491119e-09,0.08,4.924875160803951,0.07238277890830297
984189120,4.561058923443055e-09,0.07,0.34541101343547526,-0.2019802515658773
368713488,7.48061724844298e-09,0.0,0.0,-0.054500412881915775
404552023,1.180825662591809e-08,0.15,2.5822155016828447,0.11584622170317552
1785683843,2.7749602589417702e-08,0.01,0.15031278962001854,-0.07858378824323528
921439924,3.6112839292023124e-08,0.05,0.3954896509113377,-0.10482838423502815
1223650412,5.833423969988697e-08,0.25,1.8152556715154935,0.1806443202779995
1862632092,8.682188177621267e-08,0.03,0.2924395306034539,-0.08296745388464868
2728180859,9.314635029577158e-08,0.31,1.8322779490053236,0.1970159747163717
2549196227,9.357537265194461e-08,0.0,0.01666834894796245,-0.054674647264660495
1127978290,9.79607291072875e-08,0.09,3.7844039859373924,0.0927368241944466
3730747581,1.4863016998246193e-07,0.56,1.400836562663084,0.31212954466662945
1156990274,1.497769115142346e-07,0.0,0.0,-0.056427195155518854
2246703798,1.6386168348561606e-07,0.14,0.33811366106373475,-0.6077767208068761
3192617127,2.458913345722026e-07,0.0,0.0,-0.0484448114505918
999334238,2.5514453660021547e-07,0.03,0.16051563277470313,-0.20357438137227815
135162652,3.462144644035162e-07,0.67,1.5383945607900251,0.6172346120810499
3782111537,4.065969741804409e-07,0.01,0.18012791908374237,-0.05483867758399412
1455139419,9.81339582631704e-07,0.03,26.936051899907323,0.02855607145599485
3025629386,1.0919924804960802e-06,0.0,0.0,-0.04982108450316543
3681273420,1.2693967514106965e-06,0.07,3.246756255792401,0.051948121521211574
3399274287,1.3179794550585656e-06,0.13,2.308804448563485,0.08826234238867431
3480503458,1.999936382509929e-06,0.13,2.300232154818818,0.07229476886138213
1979311206,2.4864891377750336e-06,0.02,0.2693605189990732,-0.10055594288479586
345531886,2.5855298518295845e-06,0.04,7.535681186283597,0.03777850396695721
3983062349,2.939444814138285e-06,0.0,0.0,-0.04376548307184145
292266467,3.441805722912123e-06,0.11,2.4915848007414274,0.08211311867555339
1136130381,5.456338766329006e-06,0.0,0.0,-0.040737682356179465
859799282,6.778551200383519e-06,0.0,0.08113268644550398,-0.041985129108187816
2394096469,7.279383315521893e-06,0.05,4.339697250540624,0.04136701796705976
665484675,9.267939435748903e-06,0.0,0.022750043834381183,-0.03981089829686529
4216022390,9.9291342570222e-06,0.05,4.6960879957075266,0.03865987994409194
2697642734,1.012479564221073e-05,0.0,0.0,-0.038535645472061654
890082917,1.4077822074393741e-05,0.04,7.088434710501926,0.03184152477278739
3315826729,1.5157143623934849e-05,0.06,0.5064578003464468,-0.09754013194364194
2456262945,1.5481529232843726e-05,0.93,1.2423433852608834,0.7723236208506767
3631761933,1.5677943172479044e-05,0.0,0.1783844496682604,-0.034149173713210204
2187589546,2.8548059990658263e-05,0.01,0.13021572051060168,-0.04333359608796617
2540993156,2.9681059262439004e-05,0.1,2.8747540770368927,0.08824193426185209
3594269626,4.378233632771324e-05,0.03,15.873030583873957,0.02865709168376485
799523780,6.458873476560861e-05,0.0,0.0,-0.037985136251032205
18664834,7.361708394232782e-05,0.03,8.417516218721037,0.028583877528790123
