,p corr.,Samples (P) %,Fold enrich.,M diff.
2049352862,3.6680436445968106e-225,0.46,1064.5943396226414,0.46182993470370887
1339879836,1.605713013869766e-127,0.43,30.751233671988388,0.4198502363611041
102323513,8.434125472687019e-123,0.39,43.45283018867925,0.37789101991659774
2707733236,2.923968393568963e-116,0.48,23.327308838133067,0.4605068040865483
1932253067,2.8717638351979647e-100,0.58,13.877605452928972,0.5340040472230643
408739733,3.157564720932851e-99,0.47,15.85869714915301,0.4419543007889627
665484675,2.5279305908398825e-86,0.42,18.20880503144654,0.3922979870390549
3624155,1.453363689543888e-78,0.26,36.86906803887936,0.2569863754413849
4021328119,4.473443238199323e-77,0.42,14.592368346944523,0.39543581382773907
3274757173,1.396128485557564e-66,0.15,231.74842767295598,0.15029207186688404
1862632092,1.8058546916031825e-66,0.59,6.969877523998676,0.5171474450880311
2098262959,8.655882669473904e-66,0.78,5.826469960679124,0.6486289417412892
1362518133,1.9734164986490297e-53,0.79,3.1895428031413955,0.5504755896738462
81208068,4.7867174041076025e-48,0.11,173.811320754717,0.11255622281028027
4003049590,1.1362768455433734e-45,0.83,3.6110385198348407,0.6139285099828772
4121755354,5.752543716877398e-42,0.26,11.26554856743536,0.24070326645310874
3315826729,2.2911451243116517e-38,0.58,3.6495815381567867,0.4383371975847745
21411075,1.6470408344756067e-37,0.51,3.2102354756807885,0.3637339319509417
1583799011,5.037101128858882e-32,0.58,3.786199373117818,0.7428251910961094
2868778472,4.8577710899971e-30,0.47,4.606,0.3914459400781589
348315680,1.2246280971389345e-29,0.15,18.295928500496522,0.14269328767235517
2245273601,3.053100642022473e-28,0.94,2.313702741066741,1.660524828156875
2245384272,4.58012504937752e-28,1.0,2.6406637169150247,14.741395554608836
882399112,3.7336544649331105e-19,0.06,57.937106918238996,0.11125357409121818
113411902,1.0773067338969134e-17,0.6,2.491918577128559,0.36148092316011105
1429883190,1.1492187077872656e-14,0.11,11.094339622641511,0.20600693107431653
2456262945,1.309926185788878e-14,0.97,0.46830739760772866,-1.8101328046272702
98513984,1.9967302149659622e-13,0.18,7.6919606234618545,0.46782703446693813
1759589175,2.3251333530208624e-13,0.84,1.7077531515201452,0.3518790093315528
266675433,8.332254107225625e-13,1.0,0.5704966764378019,-3.1960977887742814
185347322,6.85087668206447e-12,0.32,3.621069182389937,0.23900326891093648
3446366026,1.6115145878659142e-11,0.06,21.726415094339625,0.05399847614678148
3480070006,1.2227382158429209e-09,0.08,10.86320754716981,0.06852423827820972
2920968838,2.1853735561143472e-09,0.05,54.887785501489574,0.22229004006259268
3858243174,2.3065563705351467e-09,0.05,21.72641509433962,0.0449987301223179
4239050898,8.665778593468403e-09,0.05,51.12097669256382,0.18498840724567628
2596790102,1.1443751424303394e-08,0.04,28.968553459119498,0.03643320033754168
1043996772,2.902104821480161e-08,0.38,0.40731611864138906,-0.6451838864811279
2152952556,2.3799371938229585e-07,0.06,12.415094339622643,0.052044503068188336
1509753131,6.98497927696896e-07,0.14,4.792591564927858,0.11198272966352338
784020300,1.5327238830689458e-06,0.69,1.571987157339446,0.27804586306622214
2373260794,1.2247506994447284e-05,0.06,9.656184486373167,0.050741854349126245
4056593204,1.398060797924161e-05,0.04,15.801029159519725,0.03534765973832327
2707732914,3.0057000899511192e-05,0.32,2.337652256985909,0.18354238523992494
3049231794,3.7909413769747915e-05,0.04,14.484276729559749,0.03513055161847958
3545365497,7.33865085889626e-05,0.2,0.31477851708815113,-0.9652012551307154
3129492592,8.086608688228543e-05,0.06,0.16251642894316687,-0.3889225702324286
4066252062,0.00019497940345788274,0.03,18.62264150943396,0.026782129953547056
3730747581,0.00024727854815658737,0.2,0.5269671169925729,-0.4064837496620487
1858577693,0.00030020250550478734,0.01,0.20790827841473322,-0.287533078265429
411967733,0.00031673294812109624,0.16,0.3926140945008869,-0.5400011469862935
2460574911,0.0005161582204293289,0.03,0.3618749471190456,-0.21626426564202558
2712255606,0.001693150378255634,0.03,60.35115303983229,0.2319411104465873
564129639,0.001780426119071112,0.03,7.008520998174072,0.040439459605600574
1447784308,0.0018509060254434672,0.11,0.30191704567227695,-0.2835677827935671
2715368821,0.0023476899901410508,0.0,0.0,-0.2114633087277464
2460574971,0.0051522683565244426,0.05,0.11613228558221625,-0.4308039554641608
4166791073,0.0067075027236700654,0.51,1.4702085402184708,0.16292940299363423
864942795,0.02958302530105193,0.0,0.0,-0.2802865827181937
580642892,0.030070589242936735,0.06,5.320754716981132,0.045965475712565235
1494118358,0.030070589242936735,0.06,5.320754716981132,0.045965475712565235
