ChEBI_ID,ChEBI_Name,Corr-PValue,PValue,Fold,SamplePercentage
CHEBI:35284,ammonium betaine,0.0,0.0,20.2508290210677,0.261419922949917
CHEBI:36700,phosphocholines,0.0,0.0,19.4577879571452,0.287286736378646
CHEBI:26469,quaternary nitrogen compound,0.0,0.0,18.7058350072658,0.261970280682444
CHEBI:35267,quaternary ammonium ion,0.0,0.0,18.337702015816,0.298293891029169
CHEBI:37739,glycerophospholipid,0.0,0.0,18.032986010195,0.42542652724270796
CHEBI:36313,glycerophosphocholine,0.0,0.0,17.8497700924956,0.21023665382498602
CHEBI:16247,phospholipid,0.0,0.0,16.3124871280946,0.503026967528894
CHEBI:35741,glycerolipid,0.0,0.0,15.9201756276576,0.547055586130985
CHEBI:27369,zwitterion,0.0,0.0,14.0254576999365,0.30324711062190396
CHEBI:35274,ammonium ion derivative,0.0,0.0,13.9525570371255,0.299944964226747
