,p corr.,Samples (P) %,Fold enrich.,M diff.
3316044603,0.002348482152254297,0.04,5.0936591041303085,0.033661883907878276
1792562719,0.0023979420493125438,0.05,3.65768073966804,0.03804202672891668
4028125358,0.002404510147348945,0.03,9.047947092863048,0.023284756321668633
3458774156,0.0028261765584597425,0.03,6.876439790575915,0.031319535963172995
2064788354,0.0038608902196151903,0.03,36.19178837145219,0.20363757547056238
3705139132,0.004100095020480346,0.05,4.760612162706404,0.037222444126072216
1542633699,0.005017397401165363,0.19,4.719800858261025,0.565305505793285
533204632,0.006762164712771878,0.02,6.2513089005235605,0.01759232462486955
1026928756,0.007932949643386407,0.07,3.481741666114388,0.05970994110645246
3328900012,0.009417494448175386,0.03,5.289569069673782,0.02547482773218783
2163077160,0.009719378051897596,0.08,3.179856550555337,0.057425793093661234
2853703843,0.010078920383369612,0.02,14.735228122662678,0.01464087054341994
1326867738,0.010078920383369612,0.02,14.735228122662678,0.01464087054341994
3409272515,0.010078920383369612,0.02,14.735228122662678,0.01464087054341994
928116955,0.010148516710646994,0.02,11.460732984293193,0.014336317475047775
594487232,0.01021855667359106,0.02,7.367614061331339,0.013574934804117365
541399149,0.010218954473110293,0.01,0.03574033155184988,-0.14125442379276998
923352116,0.011194088667721506,0.03,7.474391076712952,0.022675650184924304
1857396528,0.013363266681781585,0.03,5.1573298429319365,0.025322551198001746
3051231161,0.02010794047294559,0.16,2.148887434554974,0.08677450396516934
3217380708,0.020573268678193368,0.71,0.6391246868389865,-1.5342833475644126
847957139,0.02540392632383076,0.18,1.1956489881832593,0.03512565205848375
3100554226,0.02551919817188654,0.03,6.067446874037573,0.02623621040311824
2572035617,0.02552143711539481,0.02,25.786649214659686,0.03019540029195637
4264846248,0.026177731731885298,0.02,12.893324607329843,0.014488594009233857
934550081,0.030819171629805124,0.04,5.120753035535256,0.02949221755294001
3430904056,0.034898471558239275,0.03,5.894091249065071,0.02608393386893216
584893129,0.03595860725214459,0.04,3.8202443280977314,0.030920906292528805
864662311,0.039948913038462076,0.9,2.1581144475068452,2.25891395738011
1553589155,0.04111501479177474,0.02,8.595549738219896,0.018505983829986042
3125204066,0.041245464221567676,0.02,8.089929165383431,0.018353707295799958
86070320,0.04137629114180523,0.02,7.640488656195463,0.018201430761613877
2246703798,0.04602486269763256,0.14,0.4391516863700477,-0.43462114634731647
70591623,0.04709946469224773,0.03,5.730366492146596,0.025931657334746075
