ChEBI_ID,ChEBI_Name,Corr-PValue,PValue,Fold,SamplePercentage
CHEBI:35789,oxo steroid,0.0,0.0,13.587161547181001,0.06999112163361901
CHEBI:26878,tertiary alcohol,0.0,0.0,11.307414760492302,0.078129624149157
CHEBI:51689,enone,0.0,0.0,10.9154335602249,0.07561408700799101
CHEBI:35350,hydroxy steroid,0.0,0.0,10.7739759560463,0.112903225806452
CHEBI:23849,diterpenoid,0.0,0.0,8.96407678571684,0.08197691624741099
CHEBI:35681,secondary alcohol,0.0,0.0,8.74826816082567,0.13125184965966302
CHEBI:35341,steroid,0.0,0.0,7.842769550121091,0.17712340929269002
CHEBI:25000,lactone,0.0,0.0,7.18402328364808,0.134951168984907
CHEBI:24913,isoprenoid,0.0,0.0,7.131645171051151,0.280852323172536
CHEBI:26873,terpenoid,0.0,0.0,6.91270165335304,0.245782775969222
