,p corr.,Samples (P) %,Fold enrich.,M diff.
2667063169,7.553561173795822e-61,0.28,7.651681119732238,0.3518634765043418
1455139419,4.180284840557407e-54,0.05,281.76190476190476,0.047450043055924415
2181784125,1.7096763855496706e-53,0.08,38.90997732426304,0.112121785224709
1858577693,9.481668458971012e-49,0.15,14.691495965238982,0.20709631382269542
2456262944,3.9911044079088425e-48,0.27,6.784772388487559,0.4736728447223631
3189457552,4.243270150196562e-43,0.37,3.8059733997832277,0.3715531787612234
2456262945,5.558858690578593e-34,0.24,5.820711617980526,0.387807796207323
2976033787,6.1322869019138994e-33,0.44,4.527405379774118,1.9756331635239865
920763749,8.185963515198455e-30,0.06,22.980580884836204,0.08729823403644596
2187519061,5.82980048718256e-29,0.04,58.70039682539683,0.03900652143004686
612837321,1.259326641784021e-28,0.03,75.13650793650794,0.031323520338223734
1978844073,3.0990128713129078e-27,0.05,29.350198412698415,0.07666100635510809
2780028940,3.31664185700554e-27,0.08,12.566845517549742,0.06939716340595165
1759589175,2.2883997713719e-26,0.04,27.7492784992785,0.049728251392946336
2440473325,3.425896377289298e-26,0.07,16.334023464458248,0.08940743781034469
4046184955,1.6984023194258853e-25,0.03,122.0968253968254,0.051164790179493574
389703028,1.3033796444162894e-22,0.04,46.96031746031746,0.05437252361369312
980912578,1.562729788841165e-22,0.03,86.09391534391534,0.04314377996142404
1068491328,3.7146278230293232e-22,0.08,9.486932820266151,0.07099935349048074
3483775287,9.625774644473809e-21,0.02,56.35238095238095,0.023387012401715798
3730747580,1.1345531239814033e-19,0.09,7.084530651340996,0.11928435956659719
906843054,8.445337434166727e-18,0.04,17.392710170487945,0.03740097808037642
2334332910,8.445337434166727e-18,0.04,17.392710170487945,0.03740097808037642
3730747581,5.537398360865858e-16,0.08,6.950126984126984,0.12569982643499628
2440473326,6.136471642305416e-16,0.05,12.691977691977693,0.0731119105295208
1455137532,6.870965709710101e-15,0.02,31.306878306878303,0.02304900327546939
1438122640,6.886138569645568e-15,0.02,28.898656898656895,0.030647502085730915
2842965210,8.79677970571276e-15,0.02,56.35238095238095,0.023387012401715798
18315097,9.067746201198048e-15,0.03,16.334023464458244,0.029802479270114896
980939125,4.7937123902478777e-14,0.02,42.26428571428571,0.03486926289866969
3992933366,1.2176332088238882e-13,0.02,46.960317460317455,0.023302510120154194
3851980300,1.2264353535828833e-13,0.02,39.13359788359788,0.019334256151900226
2031309852,2.9083124485998176e-13,0.02,29.883838383838384,0.026848252680600152
864662311,3.4117688332709517e-12,0.68,2.030398822488354,1.2526041457087596
2186236715,4.6285478400859815e-12,0.07,9.176153986498813,0.12021723792891614
2282273218,5.36537316337575e-12,0.04,13.811858076563958,0.036809462109445204
1405577393,6.906257019329114e-12,0.02,21.67399267399267,0.02271099414922298
1517923320,1.6097042719895988e-11,0.03,25.436838624338623,0.049559246829823135
1540059065,2.790941299785875e-11,0.02,20.125850340136054,0.02262649186766138
612881021,6.010601599473597e-11,0.02,46.960317460317455,0.03495376518023129
847680145,6.33556980347203e-11,0.03,15.966507936507938,0.06323520338223734
3898724413,3.1891187247230827e-10,0.03,14.292270531400964,0.025834225301860927
113425005,3.264042944396924e-10,0.04,10.12869592281357,0.03934117729115194
3541115390,1.8983971541346705e-09,0.02,46.960317460317455,0.023302510120154194
710317850,1.8984018178876258e-09,0.02,46.96031746031746,0.031070013493538925
3118635600,2.1691770472040994e-09,0.07,4.984614702491797,0.060270916997298606
4098433377,4.328988012955059e-09,0.06,5.784966643662296,0.05579900260481636
2780028939,5.415238405582521e-09,0.05,7.0440476190476184,0.04085886509411944
596891257,5.8193322756934755e-09,0.02,19.56679894179894,0.018827242462530615
569172881,7.834543463901731e-09,0.05,5.262794198139026,0.04178503692615573
107748362,1.3157403459199662e-08,0.04,9.583738257207644,0.035541927886021174
3725356643,1.3280503799695922e-08,0.02,26.834467120181404,0.015281499902084657
306100241,1.3798516099874503e-08,0.03,13.961175461175461,0.04052420923301437
113411902,2.0424770566565415e-08,0.04,10.761739417989418,0.03959468413583674
326610050,4.40636687752331e-08,0.03,9.632885632885632,0.028450442765129258
2710858261,7.211274384529494e-08,0.02,23.48015873015873,0.015196997620523055
864942795,7.218197231110658e-08,0.07,0.24524730588560373,-0.32973393853062605
2723865350,1.0356526356629553e-07,0.02,12.807359307359308,0.02195047361516856
3721576064,1.8017974558960883e-07,0.02,20.54513888888889,0.026425741272792142
2449355948,2.1672868696341573e-07,0.05,4.98063973063973,0.044401254389424064
1825726844,3.212545974428032e-07,0.02,20.871252204585534,0.015112495338961453
864674487,4.2788370449573247e-07,0.35,2.594259621656882,0.5999018163966617
1717853410,5.870011190008056e-07,0.04,7.54719387755102,0.03098215794683599
3666283698,8.881158803755532e-07,0.02,12.807359307359306,0.032925710422752844
3270300201,1.1943252933258196e-06,0.04,7.1744929453262785,0.03756662937835829
1510323402,1.8134895604193786e-06,0.02,0.0922962214235799,-0.19513253445144607
31734949,1.8136437004764088e-06,0.03,10.153582153582153,0.028619447328252466
2276810567,2.2274020722865232e-06,0.04,9.846518177163338,0.04634816013048225
3134606292,2.292432542897088e-06,0.08,4.562945826103721,0.0743660316923795
890082917,2.7701277363954308e-06,0.02,13.04453262786596,0.018320228773161
2228030915,2.7701277363954308e-06,0.02,13.04453262786596,0.018320228773161
2285697991,3.988159399534172e-06,0.02,17.076479076479075,0.014943490775838248
2118935187,1.1645740301037055e-05,0.02,15.653439153439152,0.014858988494276646
1246713026,2.5712241976449078e-05,0.03,7.826719576719577,0.024228681952190485
2460574911,4.6424649626411686e-05,0.02,12.954570333880678,0.02929546558074528
2222715027,6.56621087531232e-05,0.09,3.5099206349206344,0.08229247983346344
4166778911,7.087864668690957e-05,0.01,26.08906525573192,0.01908074930721542
2676111477,7.106592862082023e-05,0.01,20.125850340136054,0.01131324593383069
3925172229,7.431343300024012e-05,0.02,11.740079365079364,0.018151224210037797
